epoch,train_loss,train_acc,val_loss,val_acc,learning_rates
0,0.5740838030982202,0.7905668099038264,0.7073533204083886,0.746448087431694,"[2.08e-06, 2.08e-05]"
1,0.5806980135577265,0.7866789441375077,0.6920917035452003,0.7505464480874317,"[4.06e-06, 4.06e-05]"
2,0.5816807851493135,0.7879066912216084,0.6943490042386811,0.7540983606557377,"[6.04e-06, 6.04e-05]"
3,0.5872517694808006,0.7832685355705613,0.6936324324112773,0.753551912568306,"[8.02e-06, 8.02e-05]"
4,0.572550645804602,0.7900552486187845,0.6823104602065894,0.7532786885245901,"[1e-05, 0.0001]"
5,0.5748034607570515,0.7904644976468181,0.6905254482571545,0.7584699453551913,"[9.045084971874738e-06, 9.045084971874738e-05]"
6,0.5513445377618178,0.7995361844348953,0.6797428439875118,0.7560109289617486,"[6.545084971874738e-06, 6.545084971874738e-05]"
7,0.5113611301160365,0.8131096105313417,0.6438887707848366,0.7704918032786885,"[3.4549150281252635e-06, 3.4549150281252636e-05]"
8,0.46685010434237795,0.8283200327399223,0.6135888740013206,0.7819672131147541,"[9.549150281252633e-07, 9.549150281252633e-06]"
9,0.4359769379529139,0.8392674442398199,0.5947556321086779,0.7841530054644809,"[1e-05, 0.0001]"
10,0.4943676173674785,0.8179523906964055,0.6320574881600551,0.776775956284153,"[9.755282581475769e-06, 9.755282581475769e-05]"
11,0.4806009047792956,0.8226587545187913,0.6319831469019905,0.774863387978142,"[9.045084971874738e-06, 9.045084971874738e-05]"
12,0.4591865638464976,0.8305709023941068,0.6186828133838425,0.7808743169398907,"[7.938926261462366e-06, 7.938926261462366e-05]"
13,0.43093701878541096,0.8406998158379374,0.5598720829669244,0.8002732240437158,"[6.545084971874738e-06, 6.545084971874738e-05]"
14,0.4028996718782787,0.8508628333674374,0.5785129541256389,0.7989071038251366,"[5e-06, 5e-05]"
15,0.38290471239102486,0.8594570629561421,0.5739472405180905,0.7937158469945356,"[3.4549150281252635e-06, 3.4549150281252636e-05]"
16,0.3550336772321752,0.8699270172566673,0.5647070179220106,0.8030054644808743,"[2.061073738537635e-06, 2.061073738537635e-05]"
17,0.3350286628314348,0.8759293363344929,0.5613470418857095,0.809016393442623,"[9.549150281252633e-07, 9.549150281252633e-06]"
18,0.32117639948032,0.8814541982129459,0.556163073107193,0.8084699453551912,"[2.447174185242324e-07, 2.4471741852423237e-06]"
19,0.3121304340906028,0.884625878180206,0.5462067722622814,0.8139344262295082,"[1e-05, 0.0001]"
20,0.392484847718189,0.8555009890184844,0.6102977623053587,0.7926229508196722,"[9.938441702975689e-06, 9.938441702975689e-05]"
21,0.38567365903043216,0.8589113975854308,0.5771604029044427,0.8049180327868852,"[9.755282581475769e-06, 9.755282581475769e-05]"
22,0.3714947743168161,0.8620830775526908,0.5907958637821218,0.7972677595628416,"[9.45503262094184e-06, 9.45503262094184e-05]"
23,0.352935205173642,0.8696200804856422,0.5889497733507,0.8013661202185792,"[9.045084971874738e-06, 9.045084971874738e-05]"
24,0.34162560228509165,0.873951299365664,0.5818328715250141,0.8128415300546448,"[8.535533905932739e-06, 8.535533905932738e-05]"
