epoch,train_loss,train_acc,val_loss,val_acc,learning_rates
78,0.2517493284583685,0.9081235932064662,0.44393204825172006,0.864207650273224,[0.000125]
79,0.25164425868309015,0.9067253256940181,0.437801219877161,0.8647540983606558,[6.25e-05]
80,0.24566749290895204,0.9089761953482027,0.4391283331021585,0.8622950819672132,[6.25e-05]
81,0.24421980945855515,0.9121137712297933,0.43689078910103263,0.8658469945355192,[6.25e-05]
82,0.24670749892967964,0.9093854443762363,0.43405213111736735,0.864207650273224,[6.25e-05]
83,0.23944570894261172,0.9127617488575132,0.4339101840400956,0.8685792349726776,[6.25e-05]
84,0.2401699478339144,0.9127276447718436,0.4350277951221323,0.8702185792349727,[6.25e-05]
85,0.23796297668044689,0.914364640883978,0.4494873050783501,0.8647540983606558,[3.125e-05]
86,0.23373915956270955,0.9145351613123253,0.43584508674392286,0.8683060109289618,[3.125e-05]
87,0.23225675817523384,0.9128640611145216,0.4404672466340612,0.8666666666666667,[3.125e-05]
88,0.23632494700848589,0.9130345815428689,0.44196425713802295,0.8672131147540983,[3.125e-05]
89,0.23060483248795977,0.9144669531409862,0.4437520252388032,0.8680327868852459,[3.125e-05]
90,0.22612501534390486,0.917024759566196,0.43748069291557773,0.8677595628415301,[3.125e-05]
91,0.22876338715601582,0.9153195552827229,0.44083577843963123,0.8699453551912568,[1.5625e-05]
92,0.22752764692785274,0.9153195552827229,0.43295849024272354,0.8718579234972678,[1.5625e-05]
93,0.22653701378253754,0.9161721574244595,0.43571125248986514,0.8663934426229508,[1.5625e-05]
94,0.22562956552929406,0.9176045290225769,0.4475485669784859,0.8655737704918033,[1.5625e-05]
95,0.23028247788966202,0.9159334288247732,0.4358540760607667,0.8707650273224044,[1.5625e-05]
96,0.2205855330876281,0.9210490416751926,0.4448468038293182,0.8685792349726776,[1.5625e-05]
97,0.23139453275769137,0.9157629083964259,0.4374618206519247,0.8713114754098361,[7.8125e-06]
98,0.22918314265323428,0.9159334288247732,0.4459018050972881,0.8702185792349727,[7.8125e-06]
99,0.22929260495207285,0.9169565513948571,0.4399541270211746,0.8683060109289618,[7.8125e-06]
