epoch,train_loss,train_acc,val_loss,val_acc,learning_rates
22,0.4921683650561646,0.8204419889502762,0.608871279713886,0.7806010928961749,[8.535533905932738e-05]
23,0.4811430933221643,0.8209194461496487,0.5984896188225252,0.7808743169398907,[8.247240241650919e-05]
24,0.47111573248408467,0.8265466202851102,0.6173141274947286,0.7797814207650273,[7.938926261462366e-05]
25,0.49399086796613745,0.818804992838142,0.5960056218781757,0.7836065573770492,"[2.08e-06, 2.08e-05]"
26,0.49426572243445777,0.8217379442057159,0.5984142536836895,0.7836065573770492,"[4.06e-06, 4.06e-05]"
27,0.5030709511179462,0.8161107700702545,0.5991039367972827,0.7789617486338798,"[6.04e-06, 6.04e-05]"
28,0.5013669740575599,0.8168610599549826,0.6394036045817079,0.7737704918032787,"[8.02e-06, 8.02e-05]"
29,0.5011293292086249,0.8145419821294592,0.5982087647328611,0.7822404371584699,"[1e-05, 0.0001]"
30,0.4963976794562994,0.817406725325694,0.5688788029339795,0.7934426229508197,"[9.045084971874738e-06, 9.045084971874738e-05]"
31,0.4674327945300237,0.829036218538981,0.5854565763326942,0.7868852459016393,"[6.545084971874738e-06, 6.545084971874738e-05]"
32,0.4290473774074492,0.8423709160357411,0.5328624493763096,0.8139344262295082,"[3.4549150281252635e-06, 3.4549150281252636e-05]"
33,0.3911419187835502,0.8574790259873133,0.514748251828991,0.8144808743169399,"[9.549150281252633e-07, 9.549150281252633e-06]"
34,0.358514545738075,0.8689721028579224,0.5043010581712254,0.8188524590163935,"[1e-05, 0.0001]"
35,0.41454084338548525,0.8505558965964123,0.5445912892049779,0.8158469945355191,"[9.755282581475769e-06, 9.755282581475769e-05]"
36,0.40718617515539246,0.8510333537957847,0.5220730775692424,0.8262295081967214,"[9.045084971874738e-06, 9.045084971874738e-05]"
37,0.3781113617458087,0.8608212263829207,0.5143818302884128,0.8237704918032787,"[7.938926261462366e-06, 7.938926261462366e-05]"
38,0.35619181851948456,0.86849464565855,0.5026144985862768,0.8254098360655737,"[6.545084971874738e-06, 6.545084971874738e-05]"
39,0.3291194234865358,0.8789987040447446,0.5251214721815182,0.823224043715847,"[5e-06, 5e-05]"
40,0.3012615423432298,0.8885478480321942,0.49838625010245485,0.8341530054644809,"[3.4549150281252635e-06, 3.4549150281252636e-05]"
41,0.27939432304883327,0.897653638905941,0.4784475733022221,0.8355191256830601,"[2.061073738537635e-06, 2.061073738537635e-05]"
42,0.2571688362340527,0.907305095150399,0.4795186957374948,0.8387978142076503,"[9.549150281252633e-07, 9.549150281252633e-06]"
43,0.24505357955424328,0.910101630175295,0.4687441322321449,0.8423497267759563,"[2.447174185242324e-07, 2.4471741852423237e-06]"
44,0.23683758023799778,0.9139894959416138,0.46186876785559733,0.8439890710382514,"[1e-05, 0.0001]"
45,0.31631250232183694,0.8833640270104358,0.5131633473875744,0.8229508196721311,"[9.938441702975689e-06, 9.938441702975689e-05]"
46,0.3126800873742879,0.8864333947206875,0.49461216392412866,0.8295081967213115,"[9.755282581475769e-06, 9.755282581475769e-05]"
47,0.2934902975409786,0.8905258850010231,0.5215223972507513,0.8327868852459016,"[9.45503262094184e-06, 9.45503262094184e-05]"
48,0.28197311309896966,0.898028783848305,0.5066139447884481,0.837431693989071,"[9.045084971874738e-06, 9.045084971874738e-05]"
49,0.26755147213931296,0.9015756087579292,0.5034394129052189,0.8346994535519126,"[8.535533905932739e-06, 8.535533905932738e-05]"
